品番,統一先品番,FIGNo,FIGSai,Ref,品名,希望小売価格,互換
27101-67H40,27101-67H42,271,G,1,"シャフトアッシ,フロントプロペラ","117,000",21.0
27102-67H40,27102-67H42,271,G,5,"シャフトアッシ,リヤプロペラ","69,900",21.0
27450-60861,,273,E,23,"キャリアセット,ディファレンシャル","17,900",
27450-71D02,,292,P,17,"キャリアアッシ,ディファレンシャル","22,400",
27450-72D01,,292,R,20,"キャリアアッシ,ディファレンシャル","22,400",
29331-79A40,29331-79A41,294,F,5,"シャフト,フロントドライブシフト","4,050",21.0
33920-67HD0,,337,A,20,"コントローラアッシ,インジェクション","120,000",
33920-67H40,,337,A,20,"コントローラアッシ,インジェクション","146,000",
38885-67H00,38885-67H03,339,D,1,"コントローラアッシ,4WDシフト","27,000",21.0
84510-67H31,,845,K,1,"ガラス,ウィンドシールド","81,900",
27101-50K40,,271,G,1,"シャフトアッシ,フロントプロペラ","39,000",
20002-67H14,,200,G,1,"トランスミッションアッシ,オートマチック","263,000",
20002-67H14-111,,200,G,1,"トランスミッションアッシ,オートマチック","119,000",
27101-67H30,,271,G,1,"シャフトアッシ,フロントプロペラ","41,800",
33920-67HF0,,337,A,20,"コントローラアッシ,インジェクション","150,000",
33920-67H20,,337,A,20,"コントローラアッシ,インジェクション","165,000",
38885-67H20,38885-67H23,339,D,1,"コントローラアッシ,4WDシフト","28,500",21.0
20002-67H30,,200,G,1,"トランスミッションアッシ,オートマチック","248,000",
20002-67H30-111,,200,G,1,"トランスミッションアッシ,オートマチック","102,000",
27101-50K30,,271,G,1,"シャフトアッシ,フロントプロペラ","41,800",
27450-60863,,273,E,23,"キャリアセット,ディファレンシャル","17,900",
27450-71D02,,292,P,17,"キャリアアッシ,ディファレンシャル","22,400",
44101-68H50,44101-68H66,443,E,1,"シャフトアッシ,フロントドライブ,ライト","95,000",21.0
44102-68H00,44102-68H16,443,E,2,"シャフトアッシ,フロントドライブ,レフト","94,600",21.0
45910-67H21,45910-67H22,459,E,1,"フレーム,フロントサスペンション","43,500",21.0
13110-86G00,,131,A,1,"マニホールド,インテーク","41,000",
13400-84E11,13400-84E12,134,A,1,"ボディアッシ,スロットル","91,600",11.0
14110-63JB0,14110-63JB1,141,A,1,"マニホールド,エキゾースト","213,000",21.0
18213-63J01,,141,A,7,"センサ,オキシジェン","22,100",
18213-63J12,,143,C,22,"センサ,オキシジェン","22,100",
14190-63JB0,,143,C,3,"パイプ,エキゾーストNO.1","24,700",
14220-63JB0,14220-63JB2,143,C,4,"パイプ,エキゾーストNO.2","22,400",21.0
33920-73K00,33920-73K01,337,A,25,"コントローラアッシ,インジェクション","169,000",21.0
34100-73KA0,,341,A,1,"スピードメータアッシ,コンビネーション","41,000",
34100-73KK0,,341,A,1,"スピードメータアッシ,コンビネーション","86,300",
34100-73KU0,,341,A,1,"スピードメータアッシ,コンビネーション","86,300",
44101-63J01,44101-63J03,443,A,1,"シャフトアッシ,フロントドライブ,ライト","65,800",21.0
44102-63J51,44102-63J53,443,A,13,"シャフトアッシ,フロントドライブ,レフト","65,800",21.0
44111-53B10,,443,A,16,"リング,スナップ",100,
44111-63J00,,443,A,4,"リング,スナップ",100,
56110-63JA1,56110-63JA2,561,A,1,"アクチュエータアッシ,ABS","125,000",21.0
71721-73K00-5PK,,717,A,11,"グリル,ラジエータロア(ブラック)","5,650",
39510-73K00-AYG,,741,B,68,"パネルユニット,オートエアコン","91,200",
95200-63JA1,,953,A,1,コンプレッサアッシ,"75,600",
13400-84E12,,134,A,1,"ボディアッシ,スロットル","91,600",
14110-63JB1,,141,A,1,"マニホールド,エキゾースト","213,000",
33920-73K01,,337,A,25,"コントローラアッシ,インジェクション","169,000",
37310-62J21,,339,A,3,"スイッチアッシ,ワイパ/ウォッシャ","15,200",
34100-73KA1,,341,A,1,"スピードメータアッシ,コンビネーション","86,300",
34100-73KK0,,341,A,1,"スピードメータアッシ,コンビネーション","86,300",
34100-73KU0,,341,A,1,"スピードメータアッシ,コンビネーション","86,300",
43210-63J30-09L,,432,A,2,ホイール(15X51/2JJ)(ブラック),"25,000",
43210-73K50-27N,,432,B,2,"ホイール,アルミ(15X51/2JJ)(シルバー)","55,300",
45810-63J11,,459,A,1,"フレーム,フロントサスペンション","42,400",
48110-63J00-P4Z,48110-63J01-P4Z,481,A,1,"ホイールアッシ,ステアリング(グレー)","28,900",21.0
48110-80J50-BWR,,481,B,1,"ホイールアッシ,ステアリング(グレー)","72,300",
48110-73K70-BWR,,481,C,1,"ホイールアッシ,ステアリング(グレー)","96,300",
55311-63J01,,551,A,14,"ディスク,フロントブレーキ","8,250",
69100-63J23,,691,A,1,"パネルアッシ,バックドア","79,000",
84570-63J11,,691,A,15,"ガラス,バックドアウィンド","36,900",
69100-63J33,,691,B,1,"パネル,バックドア","79,000",
84570-63J11,,691,B,15,"ガラス,バックドアウィンド","36,900",
74100-63J22,74100-63J23,741,A,1,ヒータユニット,"154,000",21.0
74120-63J00,,741,A,21,"コア,ヒータ","33,300",
84541-63J11,,829,A,17,"ガラス,リヤドアウィンド,ライト","11,500",
84546-63J11,,829,A,18,"ガラス,リヤドアウィンド,レフト","11,500",
83430-63J10,83430-63J11,834,A,4,"モータアッシ,フロントウィンドレギュレータ,ライト","27,800",21.0
83430-63J11,,834,A,4,"モータアッシ,フロントウィンドレギュレータ,ライト","27,800",
83460-63J00,83460-63J01,834,A,9,"モータアッシ,ウィンドレギュレータ","15,700",21.0
83460-63J01,,834,A,9,"モータアッシ,ウィンドレギュレータ","15,700",
84701-63JC1-ZCW,,847,A,1,"ミラーアッシ,リヤビュー,ライト(ブルー)","46,400",
84701-63JC1-ZDF,,847,A,1,"ミラーアッシ,リヤビュー,ライト(レッド)","46,400",
84701-63JC1-ZJ3,,847,A,1,"ミラーアッシ,リヤビュー,ライト(ブラック)","46,400",
84701-63JC1-ZY4,,847,A,1,"ミラーアッシ,リヤビュー,ライト(グレー)","46,400",
84701-63JC1-Z2S,,847,A,1,"ミラーアッシ,リヤビュー,ライト(シルバー)","46,400",
84701-63JC1-Z7T,,847,A,1,"ミラーアッシ,リヤビュー,ライト(ホワイト)","48,800",
84702-63JC1-ZCW,,847,A,5,"ミラーアッシ,リヤビュー,レフト(ブルー)","46,400",
84702-63JC1-ZDF,,847,A,5,"ミラーアッシ,リヤビュー,レフト(レッド)","46,400",
84702-63JC1-ZJ3,,847,A,5,"ミラーアッシ,リヤビュー,レフト(ブラック)","46,400",
84702-63JC1-ZY4,,847,A,5,"ミラーアッシ,リヤビュー,レフト(グレー)","46,400",
84702-63JC1-Z2S,,847,A,5,"ミラーアッシ,リヤビュー,レフト(シルバー)","46,400",
84702-63JC1-Z7T,,847,A,5,"ミラーアッシ,リヤビュー,レフト(ホワイト)","48,800",
84701-73K00-ZCW,,847,B,1,"ミラー,アウトリヤビュー,ライト(ブルー)","57,600",
84701-73K00-ZDF,,847,B,1,"ミラーアッシ,リヤビュー,ライト(レッド)","57,600",
84701-73K00-ZJ3,,847,B,1,"ミラーアッシ,リヤビュー,ライト(ブラック)","57,600",
84701-73K00-ZY4,,847,B,1,"ミラーアッシ,リヤビュー,ライト(グレー)","57,600",
84701-73K00-Z2S,,847,B,1,"ミラーアッシ,リヤビュー,ライト(シルバー)","57,600",
84701-73K00-Z7T,,847,B,1,"ミラーアッシ,リヤビュー,ライト(ホワイト)","60,400",
84702-73K00-ZCW,,847,B,7,"ミラー,アウトリヤビュー,レフト(ブルー)","57,600",
84702-73K00-ZDF,,847,B,7,"ミラーアッシ,リヤビュー,レフト(レッド)","57,600",
84702-73K00-ZJ3,,847,B,7,"ミラーアッシ,リヤビュー,レフト(ブラック)","57,600",
84702-73K00-ZY4,,847,B,7,"ミラーアッシ,リヤビュー,レフト(グレー)","57,600",
84702-73K00-Z2S,,847,B,7,"ミラーアッシ,リヤビュー,レフト(シルバー)","57,600",
84702-73K00-Z7T,,847,B,7,"ミラーアッシ,リヤビュー,レフト(ホワイト)","60,400",
84901-63J11-BHE,84910-63J10,849,A,1,"バックルアッシ,フロントベルト,ライト","8,650",3.0
　,84920-63J02-BHE,849,A,1,"タン,フロントベルト,ライト(グレー/ブラック)","47,600",
　,84921-63J00,849,A,1,"カバー,フロントベルト",530,
85180-63J70-HKG,85180-63J72-HKG,851,A,1,"トリム,フロントクッション,ライト(グレー)","30,500",11.0
85180-63J70-HMY,85180-63J71-HMY,851,A,1,"トリム,フロントクッション,ライト(ブラック)","42,200",11.0
85105-63JJ1,,851,A,2,"クッションサブアッシ,フロント,ライト","71,900",
86401-65J00-HTP,,851,A,39,ヘッドレストレイントアッシ(ブラック),"8,050",
86401-65J00-NL5,86401-65J02-NL5,851,A,39,ヘッドレストレイントアッシ(ブラック),"16,800",11.0
86401-65J00-HTP,,851,A,78,ヘッドレストレイントアッシ(ブラック),"8,050",
86401-65J00-NL5,86401-65J02-NL5,851,A,78,ヘッドレストレイントアッシ(ブラック),"16,800",11.0
86401-66J10-HTP,,871,A,1,"ヘッドレストレイントアッシ,リヤ(ブラック)","8,050",
86401-66J10-NL5,86401-66J12-NL5,871,A,1,ヘッドレストレイントアッシ(ブラック),"16,800",11.0
87380-73K01-HKH,,871,A,15,"トリム,リヤバック,ライト(グレー)","18,900",
87380-73K01-HMZ,,871,A,15,"トリム,リヤバック,ライト(ブラック)","23,100",
87101-73K70-HKH,,871,A,2,"クッションアッシ,リヤ(グレー)","44,500",
87101-73K70-HMZ,,871,A,2,"クッションアッシ,リヤ(ブラック)","54,100",
89101-63J01,89101-63J04,891,A,1,"タンクアッシ,フューエル","39,400",21.0
14300-63JC0,14300-63JC1,143,D,10,マフラ,"77,700",21.0
14190-63JD0,14190-63JD1,143,D,2,"パイプ,エキゾーストNO.1","56,900",11.0
14250-63JC0,14250-63JC1,143,D,6,"パイプ,エキゾーストセンタ","48,900",21.0
14260-63J00,,143,D,7,"ダンパ,ダイナミック","6,850",
15100-63850,,151,D,1,"ポンプセット,フューエル","71,000",
27101-63J10,,271,A,1,"シャフトアッシ,プロペラNO.1","96,600",
27102-63J00,,271,A,2,"シャフトアッシ,プロペラNO.2","67,100",
27400-63810,,292,A,8,"キャリアセット,リヤディファレンシャル","30,400",
45111-63J50,,416,A,1,"ナックル,ステアリング,ライト","46,500",
45151-63J50,,416,A,2,"ナックル,ステアリング,レフト","46,500",
41601-63J62,,416,A,3,"ストラットアッシ,フロントサスペンション,ライト","33,000",
41602-63J62,,416,A,4,"ストラットアッシ,フロントサスペンション,レフト","33,000",
43421-63J40,,430,B,15,"ハブ,リヤホイール","14,300",
46111-63J50,,430,B,2,"フランジ,リヤアクスル","10,200",
46510-63J51,46510-63J52,430,B,4,"アクスル,リヤ","97,900",21.0
41800-63J52,,430,B,9,"アブソーバアッシ,リヤショック","16,500",
44101-63J71,44101-63J73,443,D,1,"シャフトアッシ,フロントドライブ,ライト","91,300",21.0
44105-63J00,44105-63J01,444,A,1,"シャフトアッシ,リヤドライブ,ライト","90,100",21.0
44106-63J00,,444,A,2,"シャフトアッシ,リヤドライブ,レフト","90,100",
45810-63J50,45810-63J51,459,A,1,"フレーム,フロントサスペンション","71,800",21.0
56110-63JB1,56110-63JB2,561,A,1,"アクチュエータアッシ,ABS","206,000",21.0
74100-63J31,,741,B,1,ヒータユニット,"76,300",
84510-63J20,,839,A,1,"ガラス,ウィンドシールド","114,400",
84701-63JD0-ZCW,,847,B,1,"ミラーアッシ,リヤビュー,ライト(ブルー)","54,500",
84701-63JD0-ZDF,,847,B,1,"ミラーアッシ,リヤビュー,ライト(レッド)","49,500",
84701-63JD0-ZFM,,847,B,1,"ミラーアッシ,リヤビュー,ライト(カッパー)","28,100",
84701-63JD0-ZFN,,847,B,1,"ミラーアッシ,リヤビュー,ライト(ブルー)","54,500",
84701-63JD0-ZJP,,847,B,1,"ミラー,アウトリヤビュー,ライト(ブルー)","28,100",
84701-63JD0-ZJ3,,847,B,1,"ミラーアッシ,リヤビュー,ライト(ブラック)","54,500",
84701-63JD0-ZY4,,847,B,1,"ミラーアッシ,リヤビュー,ライト(グレー)","54,500",
84701-63JD0-Z2S,,847,B,1,"ミラーアッシ,リヤビュー,ライト(シルバー)","54,500",
84701-63JD0-Z7T,,847,B,1,"ミラーアッシ,リヤビュー,ライト(ホワイト)","57,100",
84730-63JB0,,847,B,4,"ミラー,アウトリヤビュー,ライト","10,500",
84702-63JD0-ZCW,,847,B,5,"ミラーアッシ,リヤビュー,レフト(ブルー)","54,500",
84702-63JD0-ZDF,,847,B,5,"ミラーアッシ,リヤビュー,レフト(レッド)","49,500",
84702-63JD0-ZFM,,847,B,5,"ミラーアッシ,リヤビュー,レフト(カッパー)","28,100",
84702-63JD0-ZFN,,847,B,5,"ミラーアッシ,リヤビュー,レフト(ブルー)","54,500",
84702-63JD0-ZJP,,847,B,5,"ミラー,アウトリヤビュー,レフト(ブルー)","54,500",
84702-63JD0-ZJ3,,847,B,5,"ミラーアッシ,リヤビュー,レフト(ブラック)","54,500",
84702-63JD0-ZY4,,847,B,5,"ミラーアッシ,リヤビュー,レフト(グレー)","54,500",
84702-63JD0-Z2S,,847,B,5,"ミラーアッシ,リヤビュー,レフト(シルバー)","54,500",
84702-63JD0-Z7T,,847,B,5,"ミラーアッシ,リヤビュー,レフト(ホワイト)","57,100",
84740-63JB0,,847,B,8,"ミラー,アウトリヤビュー,レフト","10,500",
84701-73K10-ZDF,,847,D,1,"ミラーアッシ,リヤビュー,ライト(レッド)","65,800",
84701-73K10-ZFM,,847,D,1,"ミラーアッシ,リヤビュー,ライト(カッパー)","33,900",
84701-73K10-ZFN,,847,D,1,"ミラーアッシ,リヤビュー,ライト(ブルー)","65,800",
84701-73K10-ZJP,,847,D,1,"ミラーアッシ,リヤビュー,ライト(ブルー)","65,800",
84701-73K10-ZJ3,,847,D,1,"ミラーアッシ,リヤビュー,ライト(ブラック)","65,800",
84701-73K10-ZY4,,847,D,1,"ミラーアッシ,リヤビュー,ライト(グレー)","59,800",
84701-73K10-Z2S,,847,D,1,"ミラーアッシ,リヤビュー,ライト(シルバー)","65,800",
84701-73K10-Z7T,,847,D,1,"ミラーアッシ,リヤビュー,ライト(ホワイト)","68,700",
84740-73K10,,847,D,12,"ミラー,アウトリヤビュー,レフト","10,500",
84730-73K10,,847,D,6,"ミラー,アウトリヤビュー,ライト","10,500",
84702-73K10-ZDF,,847,D,7,"ミラーアッシ,リヤビュー,レフト(レッド)","65,800",
84702-73K10-ZFM,,847,D,7,"ミラーアッシ,リヤビュー,レフト(カッパー)","65,800",
84702-73K10-ZFN,,847,D,7,"ミラーアッシ,リヤビュー,レフト(ブルー)","65,800",
84702-73K10-ZJP,,847,D,7,"ミラーアッシ,リヤビュー,レフト(ブルー)","72,400",
84702-73K10-ZJ3,,847,D,7,"ミラーアッシ,リヤビュー,レフト(ブラック)","65,800",
84702-73K10-ZY4,,847,D,7,"ミラーアッシ,リヤビュー,レフト(グレー)","65,800",
84702-73K10-Z2S,,847,D,7,"ミラーアッシ,リヤビュー,レフト(シルバー)","65,800",
84702-73K10-Z7T,,847,D,7,"ミラーアッシ,リヤビュー,レフト(ホワイト)","68,700",
89101-62810,89101-62813,891,B,1,"タンクアッシ,フューエル","81,800",21.0
45810-63J51,,459,B,1,"フレーム,フロントサスペンション","71,800",
74100-63J32,,741,A,1,ヒータユニット,"80,200",
84701-63JD0-ZCW,,847,A,1,"ミラーアッシ,リヤビュー,ライト(ブルー)","54,500",
84701-63JD0-ZDF,,847,A,1,"ミラーアッシ,リヤビュー,ライト(レッド)","49,500",
84701-63JD0-ZJ3,,847,A,1,"ミラーアッシ,リヤビュー,ライト(ブラック)","54,500",
84701-63JD0-ZY4,,847,A,1,"ミラーアッシ,リヤビュー,ライト(グレー)","54,500",
84701-63JD0-Z2S,,847,A,1,"ミラーアッシ,リヤビュー,ライト(シルバー)","54,500",
84701-63JD0-Z7T,,847,A,1,"ミラーアッシ,リヤビュー,ライト(ホワイト)","57,100",
84702-63JD0-ZCW,,847,A,5,"ミラーアッシ,リヤビュー,レフト(ブルー)","54,500",
84702-63JD0-ZDF,,847,A,5,"ミラーアッシ,リヤビュー,レフト(レッド)","49,500",
84702-63JD0-ZJ3,,847,A,5,"ミラーアッシ,リヤビュー,レフト(ブラック)","54,500",
84702-63JD0-ZY4,,847,A,5,"ミラーアッシ,リヤビュー,レフト(グレー)","54,500",
84702-63JD0-Z2S,,847,A,5,"ミラーアッシ,リヤビュー,レフト(シルバー)","54,500",
84702-63JD0-Z7T,,847,A,5,"ミラーアッシ,リヤビュー,レフト(ホワイト)","57,100",
84701-73K10-ZCW,,847,B,1,"ミラー,アウトリヤビュー,ライト(ブルー)","30,800",
